JobTitle	Skill	MalePercentage
electrical powerline installers and repairers	Operate cranes, hoists, or other moving or lifting equipment.	98,4
electrical powerline installers and repairers	Assemble mechanical components or machine parts.	98,4
electrical powerline installers and repairers	Connect electrical components or equipment.	98,4
electrical powerline installers and repairers	Dig holes or trenches.	98,4
electrical powerline installers and repairers	Cut materials according to specifications or needs.	98,4
electrical powerline installers and repairers	Run wiring to connect equipment.	98,4
telecommunications line installers and repairers	Install insulation in equipment or structures.	95,5
telecommunications line installers and repairers	Calculate requirements for equipment installation or repair projects.	95,5
telecommunications line installers and repairers	Analyze test or performance data to assess equipment operation.	95,5
telecommunications line installers and repairers	Move large objects using heavy equipment.	95,5
telecommunications line installers and repairers	Test communications equipment to ensure proper functioning.	95,5
telecommunications line installers and repairers	Collect payments for goods or services.	95,5
telecommunications line installers and repairers	Adjust equipment to ensure optimal performance.	95,5
telecommunications line installers and repairers	Explain use of products or services.	95,5
telecommunications line installers and repairers	Assemble structural components.	95,5
telecommunications line installers and repairers	Compact materials to create level bases.	95,5
telecommunications line installers and repairers	Lay cables to connect equipment.	95,5
telecommunications line installers and repairers	Climb equipment or structures to access work areas.	95,5
telecommunications line installers and repairers	Maintain work equipment or machinery.	95,5
telecommunications line installers and repairers	Install audio or communications equipment.	95,5
telecommunications line installers and repairers	Travel to work sites to perform installation, repair or maintenance work.	95,5
telecommunications line installers and repairers	Operate cranes, hoists, or other moving or lifting equipment.	95,5
telecommunications line installers and repairers	Connect electrical components or equipment.	95,5
telecommunications line installers and repairers	Dig holes or trenches.	95,5
telecommunications line installers and repairers	Inspect telecommunications equipment to identify problems.	95,5
telecommunications line installers and repairers	Measure equipment outputs.	95,5
telecommunications line installers and repairers	Clean equipment, parts, or tools to repair or maintain them in good working order.	95,5
firstline supervisors of production and operating workers	Order materials, supplies, or equipment.	78,7
firstline supervisors of production and operating workers	Install equipment attachments or components.	78,7
firstline supervisors of production and operating workers	Evaluate employee performance.	78,7
firstline supervisors of production and operating workers	Determine metal or plastic production methods.	78,7
firstline supervisors of production and operating workers	Adjust equipment to ensure optimal performance.	78,7
firstline supervisors of production and operating workers	Confer with others to resolve production problems or equipment malfunctions.	78,7
firstline supervisors of production and operating workers	Exchange information with colleagues.	78,7
firstline supervisors of production and operating workers	Direct operational or production activities.	78,7
firstline supervisors of production and operating workers	Advise others on ways to improve processes or products.	78,7
firstline supervisors of production and operating workers	Calculate specific material, equipment, or labor requirements for production.	78,7
firstline supervisors of production and operating workers	Monitor equipment operation to ensure proper functioning.	78,7
firstline supervisors of production and operating workers	Plan production or operational procedures or sequences.	78,7
firstline supervisors of production and operating workers	Perform human resources activities.	78,7
firstline supervisors of production and operating workers	Instruct workers to use equipment or perform technical procedures.	78,7
firstline supervisors of production and operating workers	Record operational or production data.	78,7
firstline supervisors of production and operating workers	Enforce rules or regulations.	78,7
firstline supervisors of production and operating workers	Study blueprints or other instructions to determine equipment setup requirements.	78,7
firstline supervisors of production and operating workers	Inspect production equipment.	78,7
bakers	Order materials, supplies, or equipment.	39,6
bakers	Determine food production methods.	39,6
bakers	Evaluate quality of food ingredients or prepared foods.	39,6
bakers	Operate cooking, baking, or other food preparation equipment.	39,6
bakers	Clean production equipment.	39,6
bakers	Load materials into production equipment.	39,6
bakers	Adjust temperature controls of ovens or other heating equipment.	39,6
bakers	Operate cutting equipment.	39,6
bakers	Direct operational or production activities.	39,6
bakers	Inspect food products.	39,6
bakers	Monitor equipment operation to ensure proper functioning.	39,6
bakers	Measure ingredients or substances to be used in production processes.	39,6
bakers	Record operational or production data.	39,6
bakers	Shape clay or dough to create products.	39,6
bakers	Apply protective or decorative finishes to workpieces or products.	39,6
bakers	Maintain production or processing equipment.	39,6
bakers	Create new recipes or food presentations.	39,6
food batchmakers	Determine food production methods.	37,3
food batchmakers	Inspect food products.	37,3
food batchmakers	Measure ingredients or substances to be used in production processes.	37,3
food batchmakers	Record operational or production data.	37,3
food batchmakers	Move products, materials, or equipment between work areas.	37,3
food batchmakers	Inspect production equipment.	37,3
food batchmakers	Evaluate quality of food ingredients or prepared foods.	37,3
food batchmakers	Monitor instruments to ensure proper production conditions.	37,3
food batchmakers	Sterilize food cooking or processing equipment.	37,3
food batchmakers	Shape clay or dough to create products.	37,3
food batchmakers	Package products for storage or shipment.	37,3
food batchmakers	Notify others of equipment repair or maintenance needs.	37,3
food batchmakers	Clean work areas.	37,3
food batchmakers	Operate mixing equipment.	37,3
food batchmakers	Adjust temperature controls of ovens or other heating equipment.	37,3
food batchmakers	Operate pumping systems or equipment.	37,3
food batchmakers	Select production input materials.	37,3
food batchmakers	Watch operating equipment to detect malfunctions.	37,3
food batchmakers	Operate cooking, baking, or other food preparation equipment.	37,3
food batchmakers	Load materials into production equipment.	37,3
food batchmakers	Direct operational or production activities.	37,3
cutting punching and press machine setters operators and tenders metal and plastic	Set equipment controls to meet cutting specifications.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Operate cutting equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Monitor equipment operation to ensure that products are not flawed.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Plan production or operational procedures or sequences.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Set equipment guides, stops, spacers, or other fixtures.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Record operational or production data.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Inspect production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Operate forklifts or other loaders.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Remove accessories, tools, or other parts from equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Read work orders or other instructions to determine product specifications or materials requirements.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Inspect metal, plastic, or composite products.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Mount attachments or tools onto production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Operate grinding equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Measure dimensions of completed products or workpieces to verify conformance to specifications.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Mark products, workpieces, or equipment with identifying information.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Clean work areas.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Mount materials or workpieces onto production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Review blueprints or other instructions to determine operational methods or sequences.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Clean production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Adjust equipment controls to regulate coolant flow.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Cut industrial materials in preparation for fabrication or processing.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Disassemble equipment for maintenance or repair.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Replace worn equipment components.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Select production equipment according to product specifications.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Apply lubricants or coolants to workpieces.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Sharpen cutting or grinding tools.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Align parts or workpieces to ensure proper assembly.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Heat material or workpieces to prepare for or complete production.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Lubricate production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Feed materials or products into or through equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Operate metal or plastic forming equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Draw guide lines or markings on materials or workpieces using patterns or other references.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Load materials into production equipment.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Smooth metal surfaces or edges.	84,2
cutting punching and press machine setters operators and tenders metal and plastic	Sort materials or products for processing, storing, shipping, or grading.	84,2
machinists	Operate cutting equipment.	94,4
machinists	Plan production or operational procedures or sequences.	94,4
machinists	Monitor lubrication of equipment or workpieces.	94,4
machinists	Operate welding equipment.	94,4
machinists	Determine metal or plastic production methods.	94,4
machinists	Mount attachments or tools onto production equipment.	94,4
machinists	Calculate dimensions of workpieces, products, or equipment.	94,4
machinists	Operate grinding equipment.	94,4
machinists	Measure dimensions of completed products or workpieces to verify conformance to specifications.	94,4
machinists	Maintain production or processing equipment.	94,4
machinists	Design tools, fixtures, or other devices for production equipment.	94,4
machinists	Diagnose equipment malfunctions.	94,4
machinists	Review blueprints or other instructions to determine operational methods or sequences.	94,4
machinists	Create diagrams or blueprints for workpieces or products.	94,4
machinists	Disassemble equipment for maintenance or repair.	94,4
machinists	Replace worn equipment components.	94,4
machinists	Conduct test runs of production equipment.	94,4
machinists	Monitor equipment operation to ensure proper functioning.	94,4
machinists	Operate metal or plastic forming equipment.	94,4
machinists	Dispose of trash or waste materials.	94,4
machinists	Draw guide lines or markings on materials or workpieces using patterns or other references.	94,4
machinists	Test materials, solutions, or samples.	94,4
machinists	Advise others on ways to improve processes or products.	94,4
machinists	Exchange information with colleagues.	94,4
machinists	Assemble electromechanical or hydraulic systems.	94,4
machinists	Program equipment to perform production tasks.	94,4
machinists	Measure materials to mark reference points, cutting lines, or other indicators.	94,4
machinists	Prepare fabrics or materials for processing or production.	94,4
machinists	Assemble machine tools, parts, or fixtures.	94,4
machinists	Install mechanical components in production equipment.	94,4
machinists	Sort recyclable materials.	94,4
tool and die makers	Operate welding equipment.	95,2
tool and die makers	Inspect metal, plastic, or composite products.	95,2
tool and die makers	Polish materials, workpieces, or finished products.	95,2
tool and die makers	Drill holes in parts, equipment, or materials.	95,2
tool and die makers	Calculate dimensions of workpieces, products, or equipment.	95,2
tool and die makers	Operate grinding equipment.	95,2
tool and die makers	Measure dimensions of completed products or workpieces to verify conformance to specifications.	95,2
tool and die makers	Repair parts or assemblies.	95,2
tool and die makers	Shape metal workpieces with hammers or other small hand tools.	95,2
tool and die makers	Design tools, fixtures, or other devices for production equipment.	95,2
tool and die makers	Mount materials or workpieces onto production equipment.	95,2
tool and die makers	Review blueprints or other instructions to determine operational methods or sequences.	95,2
tool and die makers	Cut industrial materials in preparation for fabrication or processing.	95,2
tool and die makers	Adjust temperature controls of ovens or other heating equipment.	95,2
tool and die makers	Conduct test runs of production equipment.	95,2
tool and die makers	Select production input materials.	95,2
tool and die makers	Lift materials or workpieces using cranes or other lifting equipment.	95,2
tool and die makers	Feed materials or products into or through equipment.	95,2
tool and die makers	Operate metal or plastic forming equipment.	95,2
tool and die makers	Smooth metal surfaces or edges.	95,2
tool and die makers	Measure materials to mark reference points, cutting lines, or other indicators.	95,2
tool and die makers	Assemble machine tools, parts, or fixtures.	95,2
printing press operators	Operate cutting equipment.	77,9
printing press operators	Maintain inventories of materials, equipment, or products.	77,9
printing press operators	Enter commands, instructions, or specifications into equipment.	77,9
printing press operators	Adjust equipment controls to regulate flow of production materials or products.	77,9
printing press operators	Record operational or production data.	77,9
printing press operators	Mix ingredients to create specific finishes.	77,9
printing press operators	Operate photographic developing or print production equipment.	77,9
printing press operators	Monitor environmental impacts of production or development activities.	77,9
printing press operators	Order materials, supplies, or equipment.	77,9
printing press operators	Read work orders or other instructions to determine product specifications or materials requirements.	77,9
printing press operators	Inspected printed materials or other images to verify quality.	77,9
printing press operators	Collect samples of materials or products for testing.	77,9
printing press operators	Mount materials or workpieces onto production equipment.	77,9
printing press operators	Review blueprints or other instructions to determine operational methods or sequences.	77,9
printing press operators	Clean production equipment.	77,9
printing press operators	Monitor equipment operation to ensure proper functioning.	77,9
printing press operators	Lubricate production equipment.	77,9
printing press operators	Feed materials or products into or through equipment.	77,9
printing press operators	Download data.	77,9
printing press operators	Load materials into production equipment.	77,9
printing press operators	Direct operational or production activities.	77,9
printing press operators	Program equipment to perform production tasks.	77,9
printing press operators	Install mechanical components in production equipment.	77,9
printing press operators	Evaluate quality of materials or products.	77,9
laundry and drycleaning workers	Mix substances to create chemical solutions.	24,6
laundry and drycleaning workers	Test chemical or physical characteristics of materials or products.	24,6
laundry and drycleaning workers	Operate garment treatment equipment.	24,6
laundry and drycleaning workers	Apply protective or decorative finishes to workpieces or products.	24,6
laundry and drycleaning workers	Compare physical characteristics of materials or products to specifications or standards.	24,6
laundry and drycleaning workers	Apply water or solutions to fabrics or apparel.	24,6
laundry and drycleaning workers	Mark products, workpieces, or equipment with identifying information.	24,6
laundry and drycleaning workers	Operate sewing equipment.	24,6
laundry and drycleaning workers	Mount materials or workpieces onto production equipment.	24,6
laundry and drycleaning workers	Clean production equipment.	24,6
laundry and drycleaning workers	Inspect garments for defects, damage, or stains.	24,6
laundry and drycleaning workers	Sew clothing or other articles.	24,6
laundry and drycleaning workers	Remove products or workpieces from production equipment.	24,6
laundry and drycleaning workers	Lubricate production equipment.	24,6
laundry and drycleaning workers	Immerse objects or workpieces in cleaning or coating solutions.	24,6
laundry and drycleaning workers	Test materials, solutions, or samples.	24,6
laundry and drycleaning workers	Direct operational or production activities.	24,6
laundry and drycleaning workers	Select equipment, materials, or supplies for cleaning or maintenance activities.	24,6
laundry and drycleaning workers	Smooth garments with irons, presses, or steamers.	24,6
laundry and drycleaning workers	Count finished products or workpieces.	24,6
laundry and drycleaning workers	Prepare fabrics or materials for processing or production.	24,6
laundry and drycleaning workers	Sort materials or products for processing, storing, shipping, or grading.	24,6
laundry and drycleaning workers	Repair textiles or apparel.	24,6
sewing machine operators	Maneuver workpieces in equipment during production.	27,6
sewing machine operators	Record operational or production data.	27,6
sewing machine operators	Compare physical characteristics of materials or products to specifications or standards.	27,6
sewing machine operators	Remove accessories, tools, or other parts from equipment.	27,6
sewing machine operators	Mount attachments or tools onto production equipment.	27,6
sewing machine operators	Mark products, workpieces, or equipment with identifying information.	27,6
sewing machine operators	Measure dimensions of completed products or workpieces to verify conformance to specifications.	27,6
sewing machine operators	Operate sewing equipment.	27,6
sewing machine operators	Maintain production or processing equipment.	27,6
sewing machine operators	Trim excess material from workpieces.	27,6
sewing machine operators	Mount materials or workpieces onto production equipment.	27,6
sewing machine operators	Cut fabrics.	27,6
sewing machine operators	Clean production equipment.	27,6
sewing machine operators	Replace worn equipment components.	27,6
sewing machine operators	Attach decorative or functional accessories to products.	27,6
sewing machine operators	Align parts or workpieces to ensure proper assembly.	27,6
sewing machine operators	Select production input materials.	27,6
sewing machine operators	Inspect garments for defects, damage, or stains.	27,6
sewing machine operators	Watch operating equipment to detect malfunctions.	27,6
sewing machine operators	Remove products or workpieces from production equipment.	27,6
sewing machine operators	Feed materials or products into or through equipment.	27,6
sewing machine operators	Draw guide lines or markings on materials or workpieces using patterns or other references.	27,6
sewing machine operators	Load materials into production equipment.	27,6
sewing machine operators	Adjust fabrics or other materials during garment production.	27,6
sewing machine operators	Position patterns on equipment, materials, or workpieces.	27,6
sewing machine operators	Repair textiles or apparel.	27,6
cabinetmakers and bench carpenters	Estimate costs of products, services, or materials.	92
cabinetmakers and bench carpenters	Operate woodworking equipment.	92
cabinetmakers and bench carpenters	Apply protective or decorative finishes to workpieces or products.	92
cabinetmakers and bench carpenters	Compare physical characteristics of materials or products to specifications or standards.	92
cabinetmakers and bench carpenters	Estimate material requirements for production.	92
cabinetmakers and bench carpenters	Repair furniture or upholstery.	92
cabinetmakers and bench carpenters	Read work orders or other instructions to determine product specifications or materials requirements.	92
cabinetmakers and bench carpenters	Drill holes in parts, equipment, or materials.	92
cabinetmakers and bench carpenters	Operate computers or computerized equipment.	92
cabinetmakers and bench carpenters	Measure dimensions of completed products or workpieces to verify conformance to specifications.	92
cabinetmakers and bench carpenters	Trim excess material from workpieces.	92
cabinetmakers and bench carpenters	Review blueprints or other instructions to determine operational methods or sequences.	92
cabinetmakers and bench carpenters	Cut industrial materials in preparation for fabrication or processing.	92
cabinetmakers and bench carpenters	Attach decorative or functional accessories to products.	92
cabinetmakers and bench carpenters	Shape surfaces or edges of wood workpieces.	92
cabinetmakers and bench carpenters	Confer with customers or designers to determine order specifications.	92
cabinetmakers and bench carpenters	Design furniture.	92
cabinetmakers and bench carpenters	Assemble wood products.	92
cabinetmakers and bench carpenters	Program equipment to perform production tasks.	92
cabinetmakers and bench carpenters	Measure materials to mark reference points, cutting lines, or other indicators.	92
stationary engineers and boiler operators	Test electrical equipment or systems to ensure proper functioning.	97
stationary engineers and boiler operators	Adjust flow of electricity to tools or production equipment.	97
stationary engineers and boiler operators	Confer with others to resolve production problems or equipment malfunctions.	97
stationary engineers and boiler operators	Test chemical or physical characteristics of materials or products.	97
stationary engineers and boiler operators	Plan production or operational procedures or sequences.	97
stationary engineers and boiler operators	Measure ingredients or substances to be used in production processes.	97
stationary engineers and boiler operators	Record operational or production data.	97
stationary engineers and boiler operators	Inspect production equipment.	97
stationary engineers and boiler operators	Adjust equipment to ensure optimal performance.	97
stationary engineers and boiler operators	Troubleshoot equipment or systems operation problems.	97
stationary engineers and boiler operators	Maintain production or processing equipment.	97
stationary engineers and boiler operators	Clean production equipment.	97
stationary engineers and boiler operators	Monitor equipment operation to ensure proper functioning.	97
stationary engineers and boiler operators	Operate pumping systems or equipment.	97
stationary engineers and boiler operators	Operate energy distribution equipment.	97
stationary engineers and boiler operators	Monitor equipment fluid levels.	97
stationary engineers and boiler operators	Repair production equipment or tools.	97
stationary engineers and boiler operators	Operate energy production equipment.	97
stationary engineers and boiler operators	Ignite fuel to activate heating equipment.	97
stationary engineers and boiler operators	Watch operating equipment to detect malfunctions.	97
stationary engineers and boiler operators	Lubricate production equipment.	97
stationary engineers and boiler operators	Operate industrial equipment.	97
stationary engineers and boiler operators	Exchange information with colleagues.	97
stationary engineers and boiler operators	Direct operational or production activities.	97
stationary engineers and boiler operators	Assemble electromechanical or hydraulic systems.	97
stationary engineers and boiler operators	Notify others of emergencies, problems, or hazards.	97
stationary engineers and boiler operators	Adjust equipment controls to regulate gas flow.	97
stationary engineers and boiler operators	Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.	97
stationary engineers and boiler operators	Investigate accidents to determine causes.	97
water and wastewater treatment plant and system operators	Lubricate production equipment.	92
water and wastewater treatment plant and system operators	Clean production equipment.	92
water and wastewater treatment plant and system operators	Direct operational or production activities.	92
water and wastewater treatment plant and system operators	Test chemical or physical characteristics of materials or products.	92
water and wastewater treatment plant and system operators	Operate chemical processing or water treatment systems or equipment.	92
water and wastewater treatment plant and system operators	Collect samples of materials or products for testing.	92
water and wastewater treatment plant and system operators	Record operational or production data.	92
water and wastewater treatment plant and system operators	Repair production equipment or tools.	92
water and wastewater treatment plant and system operators	Maintain production or processing equipment.	92
water and wastewater treatment plant and system operators	Clean work areas.	92
water and wastewater treatment plant and system operators	Inspect production equipment.	92
inspectors testers sorters samplers and weighers	Analyze test results.	64,4
inspectors testers sorters samplers and weighers	Monitor equipment operation to ensure that products are not flawed.	64,4
inspectors testers sorters samplers and weighers	Test products for functionality or quality.	64,4
inspectors testers sorters samplers and weighers	Test chemical or physical characteristics of materials or products.	64,4
inspectors testers sorters samplers and weighers	Measure ingredients or substances to be used in production processes.	64,4
inspectors testers sorters samplers and weighers	Record operational or production data.	64,4
inspectors testers sorters samplers and weighers	Stack finished items for further processing or shipment.	64,4
inspectors testers sorters samplers and weighers	Calibrate equipment to specifications.	64,4
inspectors testers sorters samplers and weighers	Compare physical characteristics of materials or products to specifications or standards.	64,4
inspectors testers sorters samplers and weighers	Read work orders or other instructions to determine product specifications or materials requirements.	64,4
inspectors testers sorters samplers and weighers	Mark products, workpieces, or equipment with identifying information.	64,4
inspectors testers sorters samplers and weighers	Measure dimensions of completed products or workpieces to verify conformance to specifications.	64,4
inspectors testers sorters samplers and weighers	Collect samples of materials or products for testing.	64,4
inspectors testers sorters samplers and weighers	Fabricate parts or components.	64,4
inspectors testers sorters samplers and weighers	Notify others of equipment repair or maintenance needs.	64,4
inspectors testers sorters samplers and weighers	Maintain production or processing equipment.	64,4
inspectors testers sorters samplers and weighers	Weigh finished products.	64,4
inspectors testers sorters samplers and weighers	Mount materials or workpieces onto production equipment.	64,4
inspectors testers sorters samplers and weighers	Review blueprints or other instructions to determine operational methods or sequences.	64,4
inspectors testers sorters samplers and weighers	Clean production equipment.	64,4
inspectors testers sorters samplers and weighers	Disassemble equipment for maintenance or repair.	64,4
inspectors testers sorters samplers and weighers	Monitor equipment operation to ensure proper functioning.	64,4
inspectors testers sorters samplers and weighers	Evaluate capabilities or training needs.	64,4
inspectors testers sorters samplers and weighers	Repair production equipment or tools.	64,4
inspectors testers sorters samplers and weighers	Advise others on ways to improve processes or products.	64,4
inspectors testers sorters samplers and weighers	Connect electrical components or equipment.	64,4
inspectors testers sorters samplers and weighers	Instruct workers to use equipment or perform technical procedures.	64,4
inspectors testers sorters samplers and weighers	Smooth metal surfaces or edges.	64,4
inspectors testers sorters samplers and weighers	Inspect sustainable energy production facilities or equipment.	64,4
inspectors testers sorters samplers and weighers	Sort materials or products for processing, storing, shipping, or grading.	64,4
inspectors testers sorters samplers and weighers	Evaluate quality of materials or products.	64,4
packaging and filling machine operators and tenders	Monitor equipment operation to ensure that products are not flawed.	45,4
packaging and filling machine operators and tenders	Maintain inventories of materials, equipment, or products.	45,4
packaging and filling machine operators and tenders	Record operational or production data.	45,4
packaging and filling machine operators and tenders	Stack finished items for further processing or shipment.	45,4
packaging and filling machine operators and tenders	Measure dimensions of completed products or workpieces to verify conformance to specifications.	45,4
packaging and filling machine operators and tenders	Mark products, workpieces, or equipment with identifying information.	45,4
packaging and filling machine operators and tenders	Clean materials to prepare them for production.	45,4
packaging and filling machine operators and tenders	Notify others of equipment repair or maintenance needs.	45,4
packaging and filling machine operators and tenders	Package products for storage or shipment.	45,4
packaging and filling machine operators and tenders	Weigh finished products.	45,4
packaging and filling machine operators and tenders	Clean production equipment.	45,4
packaging and filling machine operators and tenders	Adjust temperature controls of ovens or other heating equipment.	45,4
packaging and filling machine operators and tenders	Prepare materials for processing.	45,4
packaging and filling machine operators and tenders	Clear equipment jams.	45,4
packaging and filling machine operators and tenders	Repair production equipment or tools.	45,4
packaging and filling machine operators and tenders	Watch operating equipment to detect malfunctions.	45,4
packaging and filling machine operators and tenders	Sew clothing or other articles.	45,4
packaging and filling machine operators and tenders	Remove products or workpieces from production equipment.	45,4
packaging and filling machine operators and tenders	Lubricate production equipment.	45,4
packaging and filling machine operators and tenders	Feed materials or products into or through equipment.	45,4
packaging and filling machine operators and tenders	Count finished products or workpieces.	45,4
packaging and filling machine operators and tenders	Sort materials or products for processing, storing, shipping, or grading.	45,4
helpersproduction workers	Mix substances to create chemical solutions.	67,4
helpersproduction workers	Maneuver workpieces in equipment during production.	67,4
helpersproduction workers	Signal others to coordinate work activities.	67,4
helpersproduction workers	Record operational or production data.	67,4
helpersproduction workers	Move products, materials, or equipment between work areas.	67,4
helpersproduction workers	Mount attachments or tools onto production equipment.	67,4
helpersproduction workers	Mark products, workpieces, or equipment with identifying information.	67,4
helpersproduction workers	Install mechanical components in production equipment.	67,4
helpersproduction workers	Package products for storage or shipment.	67,4
helpersproduction workers	Clean work areas.	67,4
helpersproduction workers	Notify others of equipment repair or maintenance needs.	67,4
helpersproduction workers	Trim excess material from workpieces.	67,4
helpersproduction workers	Weigh finished products.	67,4
helpersproduction workers	Clean workpieces or finished products.	67,4
helpersproduction workers	Clean production equipment.	67,4
helpersproduction workers	Replace worn equipment components.	67,4
helpersproduction workers	Prepare materials for processing.	67,4
helpersproduction workers	Repair production equipment or tools.	67,4
helpersproduction workers	Watch operating equipment to detect malfunctions.	67,4
helpersproduction workers	Remove products or workpieces from production equipment.	67,4
helpersproduction workers	Lift materials or workpieces using cranes or other lifting equipment.	67,4
helpersproduction workers	Lubricate production equipment.	67,4
helpersproduction workers	Feed materials or products into or through equipment.	67,4
helpersproduction workers	Operate industrial equipment.	67,4
helpersproduction workers	Load materials into production equipment.	67,4
helpersproduction workers	Adjust equipment controls to regulate flow of water, cleaning solutions, or other liquids.	67,4
helpersproduction workers	Count finished products or workpieces.	67,4
helpersproduction workers	Sort materials or products for processing, storing, shipping, or grading.	67,4
helpersproduction workers	Inspect work to ensure standards are met.	67,4
flight attendants	Resolve issues affecting transportation operations.	18,7
flight attendants	Monitor availability of equipment or supplies.	18,7
flight attendants	Assist passengers during vehicle boarding.	18,7
flight attendants	Monitor activities of individuals to ensure safety or compliance with rules.	18,7
flight attendants	Provide transportation information to passengers or customers.	18,7
flight attendants	Collect fares or payment from customers.	18,7
flight attendants	Assist customers to ensure comfort or safety.	18,7
flight attendants	Sell products or services.	18,7
flight attendants	Inspect aircraft or aircraft components.	18,7
flight attendants	Assist others during emergencies.	18,7
flight attendants	Record operational details of travel.	18,7
flight attendants	Inspect facilities to ensure compliance with safety, quality, or service standards.	18,7
flight attendants	Provide first aid or rescue assistance in emergencies.	18,7
flight attendants	Operate communications equipment or systems.	18,7
flight attendants	Monitor patron activities to identify problems or potential problems.	18,7
flight attendants	Clean vehicles or vehicle components.	18,7
flight attendants	Receive information or instructions for performing work assignments.	18,7
flight attendants	Verify information or specifications.	18,7
flight attendants	Maintain surveillance of individuals or establishments.	18,7
railroad conductors and yardmasters	Direct emergency management activities.	97,6
railroad conductors and yardmasters	Signal others to coordinate vehicle movement.	97,6
railroad conductors and yardmasters	Direct passenger or freight transport activities.	97,6
railroad conductors and yardmasters	Control equipment that regulates vehicle traffic.	97,6
railroad conductors and yardmasters	Record operational details of travel.	97,6
railroad conductors and yardmasters	Collect fares or payment from customers.	97,6
railroad conductors and yardmasters	Monitor vehicle movement or location.	97,6
railroad conductors and yardmasters	Receive information or instructions for performing work assignments.	97,6
railroad conductors and yardmasters	Review work orders or schedules to determine operations or procedures.	97,6
railroad conductors and yardmasters	Arrange maintenance activities.	97,6
railroad conductors and yardmasters	Prepare accident or incident reports.	97,6
railroad conductors and yardmasters	Direct maintenance or repair activities.	97,6
railroad conductors and yardmasters	Record operational or production data.	97,6
railroad conductors and yardmasters	Communicate with others to coordinate vehicle movement.	97,6
railroad conductors and yardmasters	Verify information or specifications.	97,6
railroad conductors and yardmasters	Inspect locomotives or other railroad equipment.	97,6
automotive and watercraft service attendants	Clean vehicles or vehicle components.	81,6
automotive and watercraft service attendants	Operate industrial equipment.	81,6
automotive and watercraft service attendants	Sell products or services.	81,6
automotive and watercraft service attendants	Maintain vehicles in good working condition.	81,6
automotive and watercraft service attendants	Control pumps or pumping equipment.	81,6
automotive and watercraft service attendants	Provide transportation information to passengers or customers.	81,6
automotive and watercraft service attendants	Maintain watercraft engines or machinery.	81,6
automotive and watercraft service attendants	Collect fares or payment from customers.	81,6
automotive and watercraft service attendants	Record sales or transactions data.	81,6
automotive and watercraft service attendants	Clean facilities or work areas.	81,6
automotive and watercraft service attendants	Install parts, assemblies, or attachments in transportation or material handling equipment.	81,6
automotive and watercraft service attendants	Acquire supplies or equipment.	81,6
automotive and watercraft service attendants	Clean machinery or equipment.	81,6
automotive and watercraft service attendants	Inspect motor vehicles.	81,6
automotive and watercraft service attendants	Measure the level or depth of water or other liquids.	81,6
crane and tower operators	Load shipments, belongings, or materials.	94,8
crane and tower operators	Secure cargo.	94,8
crane and tower operators	Operate cranes, hoists, or other moving or lifting equipment.	94,8
crane and tower operators	Signal others to coordinate vehicle movement.	94,8
crane and tower operators	Inspect material-moving equipment to detect problems.	94,8
crane and tower operators	Inspect work to ensure standards are met.	94,8
crane and tower operators	Maintain material moving equipment in good working condition.	94,8
crane and tower operators	Install parts, assemblies, or attachments in transportation or material handling equipment.	94,8
crane and tower operators	Verify information or specifications.	94,8
crane and tower operators	Weigh materials to ensure compliance with specifications.	94,8
crane and tower operators	Record operational or production data.	94,8
crane and tower operators	Review work orders or schedules to determine operations or procedures.	94,8
