JobTitle	Skill	MalePercentage
sheet metal workers	follow safety procedures when working at heights	93,2
sheet metal workers	interpret 2D plans	93,2
sheet metal workers	follow health and safety procedures in construction	93,2
sheet metal workers	inspect construction supplies	93,2
sheet metal workers	apply arc welding techniques	93,2
sheet metal workers	clip sheet metal objects together	93,2
sheet metal workers	interpret 3D plans	93,2
sheet metal workers	operate handheld riveting equipment	93,2
sheet metal workers	align components	93,2
sheet metal workers	use safety equipment in construction	93,2
sheet metal workers	apply spot welding techniques	93,2
social and community service managers	show intercultural awareness	31,8
social and community service managers	perform public relations	31,8
social and community service managers	influence policy makers on social service issues	31,8
social and community service managers	build helping relationship with social service users	31,8
social and community service managers	maintain records of work with service users	31,8
social and community service managers	involve service users and carers in care planning	31,8
social and community service managers	promote social awareness	31,8
social and community service managers	communicate professionally with colleagues in other fields	31,8
social and community service managers	evaluate social work program's impact	31,8
social and community service managers	implement marketing strategies	31,8
social and community service managers	provide safeguarding to individuals	31,8
social and community service managers	assess social service users' situation	31,8
social and community service managers	monitor regulations in social services	31,8
social and community service managers	work in a multicultural environment in health care	31,8
social and community service managers	prevent social problems	31,8
social and community service managers	apply quality standards in social services	31,8
social and community service managers	listen actively	31,8
social and community service managers	manage budgets for social services programs	31,8
social and community service managers	manage staff	31,8
social and community service managers	apply socially just working principles	31,8
social and community service managers	promote social change	31,8
social and community service managers	manage government funding	31,8
social and community service managers	build business relationships	31,8
social and community service managers	apply decision making within social work	31,8
social and community service managers	report on social development	31,8
social and community service managers	evaluate staff performance in social work	31,8
social and community service managers	advocate for social service users	31,8
social and community service managers	manage stress in organisation	31,8
social and community service managers	manage social crisis	31,8
social and community service managers	use person-centred planning	31,8
social and community service managers	communicate with social service users	31,8
social and community service managers	apply holistic approach within social services	31,8
social and community service managers	accept own accountability	31,8
social and community service managers	cooperate at inter-professional level	31,8
social and community service managers	promote inclusion	31,8
social and community service managers	establish daily priorities	31,8
social and community service managers	analyse community needs	31,8
social and community service managers	contribute to protecting individuals from harm	31,8
social and community service managers	undertake continuous professional development in social work	31,8
social and community service managers	demonstrate leadership in social service cases	31,8
social and community service managers	work within communities	31,8
social and community service managers	perform risk analysis	31,8
social and community service managers	consider economic criteria in decision making	31,8
social and community service managers	review social service plan	31,8
social and community service managers	carry out social work research	31,8
social and community service managers	address problems critically	31,8
social and community service managers	manage ethical issues within social services	31,8
social and community service managers	comply with legislation in social services	31,8
social and community service managers	adhere to organisational guidelines	31,8
social and community service managers	deliver social services in diverse cultural communities	31,8
social and community service managers	apply change management	31,8
social and community service managers	follow health and safety precautions in social care practices	31,8
social and community service managers	relate empathetically	31,8
social and community service managers	advocate for others	31,8
social and community service managers	set organisational policies	31,8
social and community service managers	manage fundraising activities	31,8
social and human service assistants	contribute to protecting individuals from harm	21
social and human service assistants	communicate professionally with colleagues in other fields	21
social and human service assistants	promote service users' rights	21
social and human service assistants	manage social crisis	21
social and human service assistants	meet standards of practice in social services	21
social and human service assistants	work in a multicultural environment in health care	21
social and human service assistants	apply problem solving in social service	21
social and human service assistants	follow health and safety precautions in social care practices	21
social and human service assistants	provide support to social services users	21
social and human service assistants	listen actively	21
social and human service assistants	protect vulnerable social service users	21
social and human service assistants	review social service plan	21
social and human service assistants	apply person-centred care	21
social and human service assistants	apply quality standards in social services	21
social and human service assistants	communicate with social service users	21
social and human service assistants	plan social service process	21
social and human service assistants	manage ethical issues within social services	21
social and human service assistants	maintain records of work with service users	21
social and human service assistants	build helping relationship with social service users	21
social and human service assistants	prevent social problems	21
social and human service assistants	deliver social services in diverse cultural communities	21
social and human service assistants	provide social counselling	21
social and human service assistants	assess social service users' situation	21
social and human service assistants	relate empathetically	21
speechlanguage pathologists	evaluate the psychological impact of speech problems	4,2
speechlanguage pathologists	conduct research on speech-related topics	4,2
speechlanguage pathologists	develop a collaborative therapeutic relationship	4,2
speechlanguage pathologists	monitor patients' progress related to treatment	4,2
speechlanguage pathologists	empathise with the healthcare user	4,2
speechlanguage pathologists	teach communication methods	4,2
speechlanguage pathologists	apply organisational techniques	4,2
speechlanguage pathologists	counsel on communication disorders	4,2
speechlanguage pathologists	treat swallowing disorders	4,2
speechlanguage pathologists	communicate in healthcare	4,2
speechlanguage pathologists	apply context specific clinical competences	4,2
speechlanguage pathologists	advise on healthcare users' informed consent	4,2
speechlanguage pathologists	counsel patients on improving speech	4,2
speechlanguage pathologists	contribute to continuity of health care	4,2
speechlanguage pathologists	respond to changing situations in health care	4,2
speechlanguage pathologists	educate on the prevention of illness	4,2
speechlanguage pathologists	promote inclusion	4,2
speechlanguage pathologists	comply with quality standards related to healthcare practice	4,2
speechlanguage pathologists	exercise patience	4,2
speechlanguage pathologists	deal with emergency care situations	4,2
speechlanguage pathologists	treat speech disorders	4,2
speechlanguage pathologists	use e-health and mobile health technologies	4,2
speechlanguage pathologists	inform policy makers on health-related challenges	4,2
speechlanguage pathologists	ensure safety of healthcare users	4,2
speechlanguage pathologists	encourage healthcare user's self-monitoring	4,2
speechlanguage pathologists	interact with healthcare users	4,2
speechlanguage pathologists	follow clinical guidelines	4,2
speechlanguage pathologists	provide health education	4,2
speechlanguage pathologists	accept own accountability	4,2
speechlanguage pathologists	manage healthcare users' data	4,2
speechlanguage pathologists	adhere to organisational guidelines	4,2
speechlanguage pathologists	diagnose speech disorders	4,2
speechlanguage pathologists	formulate a case conceptualisation model for therapy	4,2
speechlanguage pathologists	comply with legislation related to health care	4,2
speechlanguage pathologists	perform therapy sessions	4,2
speechlanguage pathologists	work in a multicultural environment in health care	4,2
speechlanguage pathologists	use techniques to increase patients' motivation	4,2
speechlanguage pathologists	listen actively	4,2
speechlanguage pathologists	record healthcare users' progress related to treatment	4,2
speechlanguage pathologists	organise relapse prevention	4,2
speechlanguage pathologists	work in multidisciplinary health teams	4,2
speechlanguage pathologists	promote good habits to avoid communication disorders	4,2
stationary engineers and boiler operators	operate boiler	97
stationary engineers and boiler operators	stand high temperatures	97
stationary engineers and boiler operators	perform risk analysis	97
stationary engineers and boiler operators	monitor gauge	97
stationary engineers and boiler operators	regulate steam pressure	97
stationary engineers and boiler operators	read heat meter	97
stationary engineers and boiler operators	monitor valves	97
stationary engineers and boiler operators	read water meter	97
stationary engineers and boiler operators	control steam flows	97
stationary engineers and boiler operators	operate water-heating equipment	97
statistical assistants	write technical reports	57,2
statistical assistants	apply statistical analysis techniques	57,2
statistical assistants	execute analytical mathematical calculations	57,2
statistical assistants	gather data	57,2
statistical assistants	write work-related reports	57,2
statistical assistants	process data	57,2
statistical assistants	apply scientific methods	57,2
statistical assistants	identify statistical patterns	57,2
statistical assistants	conduct quantitative research	57,2
statistical assistants	think analytically	57,2
statistical assistants	perform data analysis	57,2
structural iron and steel workers	spot metal imperfections	99,1
structural iron and steel workers	remove rust from motor vehicles	99,1
structural iron and steel workers	work ergonomically	99,1
structural iron and steel workers	operate rust proofing spray gun	99,1
structural iron and steel workers	apply arc welding techniques	99,1
structural iron and steel workers	use safety equipment in construction	99,1
structural iron and steel workers	apply spot welding techniques	99,1
structural iron and steel workers	follow safety procedures when working at heights	99,1
structural iron and steel workers	set up reinforcing steel	99,1
structural iron and steel workers	inspect construction supplies	99,1
structural iron and steel workers	interpret 2D plans	99,1
structural iron and steel workers	tend metal sawing machine	99,1
structural iron and steel workers	tie reinforcing steel	99,1
structural iron and steel workers	align components	99,1
structural iron and steel workers	interpret 3D plans	99,1
structural iron and steel workers	follow health and safety procedures in construction	99,1
structural iron and steel workers	operate handheld riveting equipment	99,1
tax examiners and collectors and revenue agents	handle financial transactions	30,8
tax examiners and collectors and revenue agents	advise on tax policy	30,8
tax examiners and collectors and revenue agents	inspect taxation documents	30,8
tax examiners and collectors and revenue agents	inspect tax returns	30,8
tax examiners and collectors and revenue agents	assess debtor's financial situation	30,8
tax examiners and collectors and revenue agents	perform debt investigation	30,8
tax examiners and collectors and revenue agents	inform on fiscal duties	30,8
tax examiners and collectors and revenue agents	respond to enquiries	30,8
tax examiners and collectors and revenue agents	assess seizable goods	30,8
tax examiners and collectors and revenue agents	calculate tax	30,8
tax examiners and collectors and revenue agents	collect tax	30,8
tax examiners and collectors and revenue agents	handle financial disputes	30,8
tax preparers	prepare financial statements	37,7
tax preparers	inform on fiscal duties	37,7
tax preparers	inspect taxation documents	37,7
tax preparers	inspect tax returns	37,7
tax preparers	prepare tax returns forms	37,7
tax preparers	advise on tax policy	37,7
tax preparers	sign income tax returns	37,7
tax preparers	observe confidentiality	37,7
tax preparers	manage personal finances	37,7
tax preparers	research taxation procedures	37,7
tax preparers	interpret financial statements	37,7
tax preparers	calculate tax	37,7
tax preparers	secure sensitive customer's information	37,7
tax preparers	advise on tax planning	37,7
tax preparers	disseminate information on tax legislation	37,7
technical writers	prepare financial statements	42,2
technical writers	inform on fiscal duties	42,2
technical writers	inspect taxation documents	42,2
technical writers	inspect tax returns	42,2
technical writers	prepare tax returns forms	42,2
technical writers	advise on tax policy	42,2
technical writers	sign income tax returns	42,2
technical writers	observe confidentiality	42,2
technical writers	manage personal finances	42,2
technical writers	research taxation procedures	42,2
technical writers	interpret financial statements	42,2
technical writers	calculate tax	42,2
technical writers	secure sensitive customer's information	42,2
technical writers	advise on tax planning	42,2
technical writers	disseminate information on tax legislation	42,2
telecommunications line installers and repairers	splice cable	95,5
telecommunications line installers and repairers	install cable TV services	95,5
telecommunications line installers and repairers	operate call distribution system	95,5
telecommunications line installers and repairers	upgrade firmware	95,5
telecommunications line installers and repairers	use session border controller	95,5
telecommunications line installers and repairers	operate signal generator	95,5
telecommunications line installers and repairers	operate digging construction equipment	95,5
telecommunications line installers and repairers	install low voltage wiring	95,5
telecommunications line installers and repairers	operate electronic measuring instruments	95,5
telecommunications line installers and repairers	operate private branch exchange	95,5
telecommunications line installers and repairers	solder electronics	95,5
telecommunications line installers and repairers	install signal repeaters	95,5
telecommunications line installers and repairers	estimate duration of work	95,5
telecommunications line installers and repairers	use communication equipment	95,5
telecommunications line installers and repairers	operate two-way radio systems	95,5
telecommunications line installers and repairers	communicate with customers	95,5
telecommunications line installers and repairers	operate aerial work platforms	95,5
telecommunications line installers and repairers	seal wires	95,5
telecommunications line installers and repairers	install electronic communication equipment	95,5
telecommunications line installers and repairers	repair wiring	95,5
tellers	handle financial transactions	15,3
tellers	offer financial services	15,3
tellers	provide financial product information	15,3
tellers	maintain records of financial transactions	15,3
tellers	communicate with customers	15,3
tellers	trace financial transactions	15,3
tellers	convert currency	15,3
tellers	produce statistical financial records	15,3
tellers	maintain financial records	15,3
tool and die makers	read standard blueprints	95,2
tool and die makers	cut metal products	95,2
tool and die makers	perform product testing	95,2
tool and die makers	smooth burred surfaces	95,2
tool and die makers	perform test run	95,2
tool and die makers	wear appropriate protective gear	95,2
tool and die makers	operate file for deburring	95,2
tool and die makers	consult technical resources	95,2
tool and die makers	ensure equipment availability	95,2
tool and die makers	join metals	95,2
tool and die makers	apply precision metalworking techniques	95,2
tool and die makers	adjust cut sizes	95,2
tool and die makers	maintain edged hand tools	95,2
tool and die makers	operate metal polishing equipment	95,2
tool and die makers	troubleshoot	95,2
tool and die makers	prepare pieces for joining	95,2
tool and die makers	operate grinding hand tools	95,2
training and development specialists	apply teaching strategies	47,5
training and development specialists	demonstrate when teaching	47,5
training and development specialists	apply intercultural teaching strategies	47,5
training and development specialists	provide lesson materials	47,5
training and development specialists	prepare lesson content	47,5
training and development specialists	adapt teaching to target group	47,5
training and development specialists	adapt training to labour market	47,5
training and development specialists	give constructive feedback	47,5
training and development specialists	coach employees	47,5
training and development specialists	teach corporate skills	47,5
training and development specialists	monitor developments in field of expertise	47,5
transportation storage and distribution managers	manage staff	82,7
transportation storage and distribution managers	forecast distribution activities	82,7
transportation storage and distribution managers	carry out statistical forecasts	82,7
transportation storage and distribution managers	minimise shipping cost	82,7
transportation storage and distribution managers	ensure regulatory compliance concerning distribution activities	82,7
transportation storage and distribution managers	communicate with shipment forwarders	82,7
transportation storage and distribution managers	have computer literacy	82,7
transportation storage and distribution managers	manage financial risk	82,7
transportation storage and distribution managers	handle carriers	82,7
transportation storage and distribution managers	develop financial statistics reports	82,7
transportation storage and distribution managers	plan transport operations	82,7
transportation storage and distribution managers	create solutions to problems	82,7
transportation storage and distribution managers	track shipping sites	82,7
transportation storage and distribution managers	track shipments	82,7
transportation storage and distribution managers	implement strategic planning	82,7
transportation storage and distribution managers	ensure customs compliance	82,7
transportation storage and distribution managers	perform risk analysis	82,7
transportation storage and distribution managers	perform multiple tasks at the same time	82,7
transportation storage and distribution managers	perform financial risk management in international trade	82,7
transportation storage and distribution managers	carry out inventory control accuracy	82,7
transportation storage and distribution managers	adhere to organisational guidelines	82,7
transportation storage and distribution managers	manage freight payment methods	82,7
travel agents	support local tourism	14
travel agents	quote prices	14
travel agents	present reports	14
travel agents	develop inclusive communication material	14
travel agents	process payments	14
travel agents	maintain customer records	14
travel agents	measure customer feedback	14
travel agents	implement marketing strategies	14
travel agents	process booking	14
travel agents	distribute local information materials	14
travel agents	advertise travel insurance	14
travel agents	implement sales strategies	14
travel agents	maintain relationship with customers	14
travel agents	achieve sales targets	14
travel agents	comply with food safety and hygiene	14
travel agents	apply foreign languages in tourism	14
travel agents	produce content for tourism brochures	14
travel agents	upsell products	14
travel agents	provide tourism related information	14
travel agents	manage visitor flows in natural protected areas	14
travel agents	manage digital archives	14
travel agents	ensure the privacy of guests	14
travel agents	handle financial transactions	14
travel agents	maintain customer service	14
travel agents	engage local communities in the management of natural protected areas	14
travel agents	handle customer complaints	14
travel agents	manage conservation of natural and cultural heritage	14
travel agents	educate on sustainable tourism	14
travel agents	support community-based tourism	14
travel agents	maintain relationship with suppliers	14
travel agents	identify customer's needs	14
travel agents	provide customised products	14
travel agents	use customer relationship management software	14
travel agents	oversee all travel arrangements	14
travel agents	sell tourist packages	14
veterinarians	prescribe animal medications	31,7
veterinarians	inspect animal welfare management	31,7
veterinarians	manage animal welfare	31,7
veterinarians	safely interact with animals	31,7
veterinarians	control animal movement	31,7
veterinarians	perform veterinary diagnosis	31,7
veterinarians	handle veterinary emergencies	31,7
veterinarians	prescribe physical therapy to animals	31,7
veterinarians	apply safe work practices in a veterinary setting	31,7
veterinarians	practise veterinary professional codes of conduct	31,7
veterinarians	develop an animal handling strategy	31,7
veterinarians	supervise animal handling for veterinary activities	31,7
veterinarians	perform laboratory testing on samples of animals	31,7
veterinarians	apply veterinary epidemiology	31,7
veterinarians	advise on animal welfare	31,7
veterinarians	certify the performance of veterinary procedures	31,7
veterinarians	assess animal nutrition	31,7
veterinarians	provide animal training	31,7
veterinarians	evaluate information in the field of veterinary nursing	31,7
veterinarians	manage the use of vaccines	31,7
veterinarians	provide anaesthetics to animals	31,7
veterinarians	apply animal hygiene practices	31,7
veterinarians	perform gross post mortem examination on animals	31,7
veterinarians	manage animal biosecurity	31,7
veterinarians	issue certificates for animal products	31,7
veterinarians	monitor the welfare of animals	31,7
veterinarians	provide first aid to animals	31,7
veterinarians	collect samples from animals	31,7
veterinarians	perform surgical procedures on animals	31,7
veterinarians	maintain veterinary clinical records	31,7
veterinarians	implant microchips in animals	31,7
veterinarians	advise on livestock disease control	31,7
veterinarians	perform euthanasia on animals	31,7
veterinarians	conduct veterinary consultation	31,7
veterinarians	treat pain for veterinary patients	31,7
veterinarians	assess animal behaviour	31,7
veterinarians	provide sedation to animals	31,7
veterinarians	provide veterinary information to the public	31,7
veterinary assistants and laboratory animal caretakers	manage infection control in the facility	17,3
veterinary assistants and laboratory animal caretakers	maintain work environments in a veterinary practice	17,3
veterinary assistants and laboratory animal caretakers	provide first aid to animals	17,3
veterinary assistants and laboratory animal caretakers	control animal movement	17,3
veterinary assistants and laboratory animal caretakers	deal with challenging people	17,3
veterinary assistants and laboratory animal caretakers	monitor condition of hospitalised animals	17,3
veterinary assistants and laboratory animal caretakers	assist in general veterinary medical procedures	17,3
veterinary assistants and laboratory animal caretakers	prepare animals for anaesthesia	17,3
veterinary assistants and laboratory animal caretakers	manage animal biosecurity	17,3
veterinary assistants and laboratory animal caretakers	apply safe work practices in a veterinary setting	17,3
veterinary assistants and laboratory animal caretakers	prepare veterinary anaesthetic equipment	17,3
veterinary assistants and laboratory animal caretakers	prepare animals for veterinary surgery	17,3
veterinary assistants and laboratory animal caretakers	handle veterinary emergencies	17,3
veterinary assistants and laboratory animal caretakers	assist the veterinary surgeon as a scrub nurse	17,3
veterinary assistants and laboratory animal caretakers	monitor the welfare of animals	17,3
veterinary assistants and laboratory animal caretakers	assist in administering veterinary anaesthetics	17,3
veterinary assistants and laboratory animal caretakers	manage personal professional development	17,3
veterinary assistants and laboratory animal caretakers	prepare environment for veterinary surgery	17,3
veterinary assistants and laboratory animal caretakers	assist in veterinary surgery	17,3
veterinary assistants and laboratory animal caretakers	assist in the administration of fluids to animals	17,3
veterinary assistants and laboratory animal caretakers	support veterinary diagnostic imaging procedures	17,3
veterinary assistants and laboratory animal caretakers	support veterinary diagnostic procedures	17,3
water and wastewater treatment plant and system operators	perform water chemistry analysis	92
water and wastewater treatment plant and system operators	document analysis results	92
water and wastewater treatment plant and system operators	perform water treatments	92
water and wastewater treatment plant and system operators	perform water treatment procedures	92
water and wastewater treatment plant and system operators	operate water purifying equipment	92
water and wastewater treatment plant and system operators	monitor water quality	92
water and wastewater treatment plant and system operators	use water disinfection equipment	92
water and wastewater treatment plant and system operators	carry out waste water treatment	92
water and wastewater treatment plant and system operators	dispose of sewage sludge	92
water and wastewater treatment plant and system operators	measure water quality parameters	92
water and wastewater treatment plant and system operators	maintain water treatment equipment	92
water and wastewater treatment plant and system operators	interpret scientific data to assess water quality	92
web developers	collect customer feedback on applications	58,6
web developers	use software libraries	58,6
web developers	create flowchart diagram	58,6
web developers	use an application-specific interface	58,6
web developers	implement front-end website design	58,6
web developers	interpret technical texts	58,6
web developers	analyse software specifications	58,6
web developers	debug software	58,6
web developers	use markup languages	58,6
web developers	provide technical documentation	58,6
web developers	develop software prototype	58,6
web developers	use software design patterns	58,6
web developers	translate requirements into visual design	58,6
weighers measurers checkers and samplers recordkeeping	write inspection reports	52,7
weighers measurers checkers and samplers recordkeeping	undertake inspections	52,7
weighers measurers checkers and samplers recordkeeping	test package	52,7
weighers measurers checkers and samplers recordkeeping	inspect government policy compliance	52,7
weighers measurers checkers and samplers recordkeeping	operate precision measuring equipment	52,7
weighers measurers checkers and samplers recordkeeping	ensure compliance with purchasing and contracting regulations	52,7
weighers measurers checkers and samplers recordkeeping	handle shipment paperwork	52,7
weighers measurers checkers and samplers recordkeeping	oversee stock quality control	52,7
weighers measurers checkers and samplers recordkeeping	test instrumentation equipment	52,7
weighers measurers checkers and samplers recordkeeping	analyse packaging requirements	52,7
weighers measurers checkers and samplers recordkeeping	demonstrate proficiency in packaging standards	52,7
weighers measurers checkers and samplers recordkeeping	present reports	52,7
wholesale and retail buyers except farm products	plan transport operations	52,2
wholesale and retail buyers except farm products	assess supplier risks	52,2
wholesale and retail buyers except farm products	build business relationships	52,2
wholesale and retail buyers except farm products	initiate contact with sellers	52,2
wholesale and retail buyers except farm products	have computer literacy	52,2
wholesale and retail buyers except farm products	perform market research	52,2
wholesale and retail buyers except farm products	monitor international market performance	52,2
wholesale and retail buyers except farm products	identify suppliers	52,2
wholesale and retail buyers except farm products	initiate contact with buyers	52,2
wholesale and retail buyers except farm products	identify new business opportunities	52,2
wholesale and retail buyers except farm products	identify customer's needs	52,2
wholesale and retail buyers except farm products	negotiate sales contracts	52,2
wholesale and retail buyers except farm products	maintain financial records	52,2
wholesale and retail buyers except farm products	negotiate sale of commodities	52,2
wholesale and retail buyers except farm products	negotiate buying conditions	52,2
wholesale and retail buyers except farm products	comprehend financial business terminology	52,2
word processors and typists	draft corporate emails	14
word processors and typists	pose questions referring to documents	14
word processors and typists	apply grammar and spelling rules	14
word processors and typists	align content with form	14
word processors and typists	use free typing techniques	14
word processors and typists	provide written content	14
word processors and typists	use microsoft office	14
word processors and typists	type error-free documents	14
word processors and typists	decode handwritten texts	14
word processors and typists	use dictionaries	14
writers and authors	critically reflect on artistic production processes	36,5
writers and authors	write dialogues	36,5
writers and authors	develop creative ideas	36,5
writers and authors	use specific writing techniques	36,5
writers and authors	write storylines	36,5
writers and authors	consult information sources	36,5
writers and authors	select subject matter	36,5
writers and authors	apply grammar and spelling rules	36,5
writers and authors	perform background research on writing subject	36,5
chemical technicians	manage chemical processes inspection	69,2
chemical technicians	work with chemicals	69,2
chemical technicians	perform chemical experiments	69,2
chemical technicians	use chemical analysis equipment	69,2
chemical technicians	contact scientists	69,2
chemical technicians	transfer chemicals	69,2
chemical technicians	regulate chemical reaction	69,2
chemical technicians	perform laboratory tests	69,2
chemical technicians	manage chemical testing procedures	69,2
chemical technicians	process data	69,2
chemical technicians	test chemical samples	69,2
chemical technicians	handle chemicals	69,2
chemical technicians	assist scientific research	69,2
chemical technicians	apply safety procedures in laboratory	69,2
chemical technicians	monitor chemical process condition	69,2
chemical technicians	mix chemicals	69,2
chemical technicians	analyse chemical substances	69,2
chemical technicians	prepare chemical samples	69,2
chemical technicians	improve chemical processes	69,2
chemical technicians	maintain laboratory equipment	69,2
chemical technicians	write work-related reports	69,2
chiropractors	address public health issues	72
chiropractors	manage staff	72
chiropractors	ensure safety of healthcare users	72
chiropractors	triage clients	72
chiropractors	contribute to the rehabilitation process	72
chiropractors	use techniques to increase patients' motivation	72
chiropractors	interpret medical images	72
chiropractors	contribute to continuity of health care	72
chiropractors	manage healthcare users' data	72
chiropractors	respond to changing situations in health care	72
chiropractors	use different communication channels	72
chiropractors	assist patients with rehabilitation	72
chiropractors	interpret findings from medical examinations	72
chiropractors	ensure proper appointment administration	72
chiropractors	perform chiropractic examinations	72
chiropractors	educate on preventing injuries	72
chiropractors	work in multidisciplinary health teams	72
chiropractors	formulate a treatment plan	72
chiropractors	provide health education	72
chiropractors	manage clinical risk	72
chiropractors	prescribe treatment for musculoskeletal injuries	72
chiropractors	manage infection control in the facility	72
chiropractors	promote health and safety policies in health services	72
chiropractors	adhere to health well-being and safety	72
chiropractors	prescribe healthcare products	72
chiropractors	observe record keeping standards in chiropractics	72
chiropractors	deal with emergency care situations	72
chiropractors	listen actively	72
chiropractors	provide neuromusculoskeletal therapy	72
chiropractors	assess chiropractic intervention	72
chiropractors	provide medication information	72
chiropractors	provide information on chiropractic treatment outcomes	72
chiropractors	communicate in healthcare	72
chiropractors	develop plans related to the transfer of care	72
chiropractors	supervise chiropractic students	72
chiropractors	manage acute pain	72
chiropractors	assess referred healthcare users	72
chiropractors	empathise with the healthcare user	72
chiropractors	apply caseload management	72
chiropractors	use e-health and mobile health technologies	72
chiropractors	monitor patients' progress related to treatment	72
chiropractors	advise on rehabilitation exercises	72
chiropractors	promote health in specialised care	72
chiropractors	interpret medical results	72
chiropractors	undertake healthcare examination	72
chiropractors	advise on healthy lifestyles	72
chiropractors	apply supports for spinal adjustment	72
chiropractors	write reports on neurological tests	72
chiropractors	operate medical imaging equipment	72
chiropractors	develop therapeutic relationships	72
chiropractors	provide learning support in healthcare	72
chiropractors	record healthcare users' progress related to treatment	72
chiropractors	apply massage therapy	72
chiropractors	manage chiropractic professional equipment	72
chiropractors	apply person-centred care	72
chiropractors	work in a multicultural environment in health care	72
chiropractors	prescribe treatments related to surgical procedures	72
chiropractors	conduct physical examinations	72
chiropractors	analyse X-ray imagery	72
chiropractors	develop chiropractic treatment plans	72
chiropractors	post-process medical images	72
chiropractors	prepare patients for surgery	72
chiropractors	collect healthcare user's general data	72
chiropractors	inform policy makers on health-related challenges	72
chiropractors	provide chiropractic diagnosis	72
chiropractors	undertake clinical chiropractic research	72
chiropractors	comply with legislation related to health care	72
chiropractors	apply organisational techniques	72
chiropractors	contribute to quality physiotherapy services	72
chiropractors	apply business acumen	72
chiropractors	refer healthcare users	72
chiropractors	adhere to organisational guidelines	72
chiropractors	develop a collaborative therapeutic relationship	72
chiropractors	apply context specific clinical competences	72
chiropractors	maintain treatment records	72
chiropractors	promote inclusion	72
chiropractors	maintain chiropractic equipment	72
chiropractors	provide stabilisation care in emergency	72
chiropractors	interact with healthcare users	72
chiropractors	advise on healthcare users' informed consent	72
chiropractors	apply specific manual chiropractic techniques	72
chiropractors	perform clinical neurophysiological examinations	72
chiropractors	manage chiropractic staff	72
chiropractors	conduct chiropractic examination	72
chiropractors	accept own accountability	72
chiropractors	measure effectiveness of the service provided	72
chiropractors	conduct neurological examination	72
chiropractors	diagnose musculoskeletal conditions	72
chiropractors	advocate health	72
chiropractors	perform orthopaedic examinations	72
chiropractors	educate on the prevention of illness	72
chiropractors	provide treatment strategies for challenges to human health	72
chiropractors	exert a goal-oriented leadership role towards colleagues	72
chiropractors	create solutions to problems	72
chiropractors	comply with quality standards related to healthcare practice	72
chiropractors	follow clinical guidelines	72
chiropractors	advise on pregnancy	72
chiropractors	follow-up after patients' surgery	72
chiropractors	develop plans related to client discharge	72
chiropractors	adhere to organisational code of ethics	72
civil engineers	operate open source software	86,1
civil engineers	perform project management	86,1
civil engineers	think abstractly	86,1
civil engineers	ensure compliance with safety legislation	86,1
civil engineers	manage research data	86,1
civil engineers	adjust engineering designs	86,1
civil engineers	synthesise information	86,1
civil engineers	interact professionally in research and professional environments	86,1
civil engineers	approve engineering design	86,1
civil engineers	demonstrate disciplinary expertise	86,1
civil engineers	use technical drawing software	86,1
civil engineers	think analytically	86,1
civil engineers	manage personal professional development	86,1
database administrators	balance database resources	69,8
database administrators	maintain database security	69,8
database administrators	design database scheme	69,8
database administrators	create data models	69,8
database administrators	apply company policies	69,8
database administrators	use scripting programming	69,8
database administrators	administer ICT system	69,8
database administrators	operate relational database management system	69,8
database administrators	perform ICT troubleshooting	69,8
database administrators	manage database	69,8
database administrators	use databases	69,8
database administrators	interpret technical texts	69,8
database administrators	use an application-specific interface	69,8
database administrators	maintain database performance	69,8
database administrators	perform backups	69,8
database administrators	define database physical structure	69,8
database administrators	design database backup specifications	69,8
dietitians and nutritionists	identify the dietetic professional quality of care	7,9
dietitians and nutritionists	deliver group sessions on nutrition	7,9
dietitians and nutritionists	apply organisational techniques	7,9
dietitians and nutritionists	interact with healthcare users	7,9
dietitians and nutritionists	formulate dietetic intervention	7,9
dietitians and nutritionists	supervise food in healthcare	7,9
dietitians and nutritionists	contribute to continuity of health care	7,9
dietitians and nutritionists	offer advice on diet-related concerns	7,9
dietitians and nutritionists	prepare promotional materials on nutritition	7,9
dietitians and nutritionists	follow up nutrition care plan	7,9
dietitians and nutritionists	provide treatment strategies for challenges to human health	7,9
dietitians and nutritionists	intervene to reduce sub-optimal nutritional status of individuals	7,9
dietitians and nutritionists	accept own accountability	7,9
dietitians and nutritionists	train medical staff on nutrition	7,9
dietitians and nutritionists	advise on healthcare users' informed consent	7,9
dietitians and nutritionists	manage healthcare users' data	7,9
dietitians and nutritionists	inform policy makers on health-related challenges	7,9
dietitians and nutritionists	promote inclusion	7,9
dietitians and nutritionists	comply with quality standards related to healthcare practice	7,9
dietitians and nutritionists	educate on the prevention of illness	7,9
dietitians and nutritionists	work in a multicultural environment in health care	7,9
dietitians and nutritionists	perform nutrition analysis	7,9
dietitians and nutritionists	advise on preparation of diet food	7,9
dietitians and nutritionists	use e-health and mobile health technologies	7,9
dietitians and nutritionists	communicate in healthcare	7,9
dietitians and nutritionists	provide dietetic diagnosis	7,9
dietitians and nutritionists	deal with emergency care situations	7,9
dietitians and nutritionists	conduct nutrition research	7,9
dietitians and nutritionists	support individuals on nutrition changes	7,9
dietitians and nutritionists	identify cause of nutritional imbalance	7,9
dietitians and nutritionists	measure nutritional health status of patients	7,9
dietitians and nutritionists	develop policies for nutritional programs	7,9
dietitians and nutritionists	advise food industry	7,9
dietitians and nutritionists	monitor the nutrition status of the individual	7,9
